Loss Reason,Days Offer Close,Discount code,Price,Use Case_offer,Price Category,Days Lead Offer,Pain,Source,Status_offer
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,307.0,Unknown,Inbound,Closed Won
no response,0,10OFFREDUCED,324.0,Corporate Events,low,0.0,operations,Inbound,Closed Lost
No Loss,0,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Negotiation
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,operations,Unknown,Negotiation
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,10.0,quality of delivery,Inbound,Closed Won
No Loss,0,MONTH50CUTBACK,300.0,Corporate Events,low,2.0,operations,Inbound,Closed Won
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,0.0,quality of delivery,Outbound,Closed Won
No Loss,0,RENEW30YEARLY,1008.0,Corporate Events,mid,-1.0,financial control,Unknown,Closed Won
No Loss,62,No Discount,360.0,Wedding Planning,low,19.0,Unknown,Outbound,Demo 1
No Loss,0,PROMOTIONCODE,600.0,Corporate Events,mid,5.0,quality of delivery,Outbound,Closed Won
No Loss,0,DISCOUNT25QUICK,360.0,Educational Seminars,low,63.0,operations,Outbound,Negotiation
not target,3,MONTHSAVE25DEAL,360.0,Corporate Events,low,0.0,quality of delivery,Outbound,Closed Lost
no response,-1,ANNUAL30BONUS,1344.0,Sports Events,mid,0.0,operations,Outbound,Closed Lost
No Loss,112,SEMESTER25OFFER,360.0,Educational Seminars,low,-1.0,quality of delivery,Unknown,Demo 1
No Loss,0,No Discount,200.0,Corporate Events,low,-1.0,quality of delivery,Unknown,Negotiation
not target,1,MONTHSAVE25DEAL,360.0,Corporate Events,low,1.0,operations,Outbound,Closed Lost
No Loss,141,No Discount,360.0,Sports Events,low,-1.0,quality of delivery,Unknown,Demo 1
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,32.0,operations,Inbound,Closed Won
no product fit,0,No Discount,0.0,Educational Seminars,low,-1.0,quality of delivery,Unknown,Closed Lost
No Loss,74,No Discount,360.0,Educational Seminars,low,4.0,quality of delivery,Outbound,Demo 1
No Loss,0,10OFFREDUCED,324.0,Corporate Events,low,90.0,operations,Outbound,Closed Won
lost to competitor,150,No Discount,200.0,Educational Seminars,low,-1.0,quality of delivery,Outbound,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Negotiation
no response,34,10OFFREDUCED,324.0,Corporate Events,low,30.0,Unknown,Inbound,Closed Lost
No Loss,1,MONTHSAVE25DEAL,360.0,Corporate Events,low,38.0,quality of delivery,Inbound,Closed Won
no response,-1,MONTHSAVE25DEAL,360.0,Corporate Events,low,7.0,operations,Inbound,Closed Lost
No Loss,0,DISCOUNT50POWER,240.0,Sports Events,low,35.0,financial control,Outbound,Closed Won
lost to competitor,3,QUARTERLY75OFF,150.0,Corporate Events,low,1.0,operations,Inbound,Closed Lost
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,2.0,operations,Outbound,Closed Won
No Loss,36,No Discount,360.0,Educational Seminars,low,167.0,quality of delivery,Outbound,Demo 1
no budget,2,MONTH75SPECIAL,150.0,Sports Events,low,214.0,operations,Inbound,Closed Lost
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,4,MONTH50REBATE,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,-1,No Discount,360.0,Sports Events,low,-1.0,Unknown,Unknown,Demo 1
No Loss,3,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Negotiation
No Loss,0,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,HALFYEAR20G,768.0,Educational Seminars,mid,60.0,Unknown,Outbound,Closed Won
No Loss,-1,No Discount,360.0,Corporate Events,low,-1.0,Unknown,Unknown,Demo 1
No Loss,-1,No Discount,360.0,Educational Seminars,low,-1.0,Unknown,Unknown,Demo 1
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,financial control,Unknown,Closed Won
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,0.0,quality of delivery,Outbound,Closed Won
lost to competitor,3,MONTH50REBATE,240.0,Corporate Events,low,-1.0,financial control,Unknown,Closed Lost
No Loss,173,PROMOCODE,600.0,Educational Seminars,mid,-1.0,operations,Unknown,Demo 1
no budget,15,HALFYEAR20G,768.0,Educational Seminars,mid,-1.0,financial control,Unknown,Closed Lost
No Loss,0,25GIFT,360.0,Educational Seminars,low,1.0,financial control,Inbound,Closed Won
No Loss,4,MONTHSAVE25DEAL,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,64,No Discount,360.0,Educational Seminars,low,5.0,operations,Inbound,Demo 1
no product fit,4,ANNUAL60DEAL,960.0,Corporate Events,mid,1.0,operations,Outbound,Closed Lost
No Loss,0,FULLYEAR75G,456.0,Sports Events,low,0.0,financial control,Outbound,Closed Won
No Loss,156,ANNUAL30BONUS,1344.0,Sports Events,mid,-1.0,Unknown,Unknown,Closed Won
No Loss,1,MONTHSAVE25DEAL,360.0,Corporate Events,low,1.0,financial control,Inbound,Closed Won
no budget,1,10OFFREDUCED,324.0,Corporate Events,low,0.0,quality of delivery,Outbound,Closed Lost
No Loss,48,No Discount,360.0,Sports Events,low,32.0,quality of delivery,Outbound,Demo 1
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,6.0,operations,Inbound,Closed Won
No Loss,1,25GIFT,360.0,Sports Events,low,-1.0,financial control,Unknown,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,0.0,financial control,Outbound,Closed Won
No Loss,0,RENEW30YEARLY,1008.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,-1,No Discount,360.0,Educational Seminars,low,-1.0,Unknown,Unknown,Demo 1
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,-1.0,quality of delivery,Unknown,Closed Won
price,67,SUPER50DISCOUNT,240.0,Corporate Events,low,0.0,financial control,Inbound,Closed Lost
No Loss,61,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Negotiation
no response,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,-1.0,financial control,Unknown,Closed Lost
no product fit,0,10OFFREDUCED,324.0,Corporate Events,low,1.0,financial control,Outbound,Closed Lost
lost to competitor,7,No Discount,200.0,Educational Seminars,low,99.0,financial control,Inbound,Closed Lost
No Loss,0,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Demo 2
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,0.0,operations,Inbound,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,334.0,quality of delivery,Outbound,Closed Won
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,31.0,financial control,Inbound,Closed Won
No Loss,8,25GIFT,360.0,Sports Events,low,1.0,operations,Inbound,Closed Won
No Loss,-1,GRAND75SAVING,120.0,Corporate Events,low,1.0,operations,Inbound,Closed Won
no response,9,MONTH50REBATE,240.0,Corporate Events,low,1.0,financial control,Inbound,Closed Lost
No Loss,0,25GIFT,360.0,Sports Events,low,-1.0,financial control,Unknown,Negotiation
No Loss,-1,No Discount,360.0,Educational Seminars,low,243.0,financial control,Inbound,Demo 1
No Loss,-1,No Discount,360.0,Educational Seminars,low,153.0,operations,Inbound,Demo 1
No Loss,353,No Discount,360.0,Unknown,low,-1.0,Unknown,Unknown,Demo 1
lost to competitor,214,25GIFT,360.0,Educational Seminars,low,-1.0,financial control,Inbound,Closed Lost
No Loss,1,YEARLY30PROMO,1344.0,Corporate Events,mid,0.0,financial control,Inbound,Closed Won
No Loss,40,QUARTERSAVE25,450.0,Educational Seminars,low,-1.0,Unknown,Unknown,Demo 1
No Loss,0,HALFSEASON20G,576.0,Sports Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,0,BIANNUAL20,960.0,Sports Events,mid,0.0,operations,Inbound,Negotiation
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,operations,Inbound,Closed Won
No Loss,0,MONTH50CUTBACK,300.0,Corporate Events,low,-1.0,Unknown,Unknown,Closed Won
No Loss,0,HALFSEASON20G,576.0,Educational Seminars,mid,-1.0,operations,Unknown,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,financial control,Outbound,Closed Won
No Loss,92,ECONOMY50SPECIAL,300.0,Sports Events,low,-1.0,operations,Unknown,Closed Won
No Loss,76,No Discount,360.0,Educational Seminars,low,-1.0,operations,Unknown,Demo 1
No Loss,75,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Demo 1
No Loss,74,No Discount,360.0,Sports Events,low,102.0,quality of delivery,Inbound,Demo 1
No Loss,74,No Discount,360.0,Corporate Events,low,0.0,Unknown,Inbound,Demo 1
no product fit,7,MONTH50CUTBACK,300.0,Corporate Events,low,0.0,financial control,Inbound,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,quality of delivery,Outbound,Closed Won
No Loss,0,MONTH50CUTBACK,300.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,SAVEQUARTER25,450.0,Educational Seminars,low,10.0,operations,Inbound,Negotiation
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Won
No Loss,0,PROMOCODE,600.0,Educational Seminars,mid,-1.0,financial control,Inbound,Closed Won
no response,15,MONTH50REBATE,240.0,Corporate Events,low,245.0,financial control,Outbound,Closed Lost
No Loss,0,ANNUAL60DEAL,960.0,Corporate Events,mid,-1.0,Unknown,Unknown,Closed Won
No Loss,0,HALFSEASON20G,576.0,Educational Seminars,mid,34.0,Unknown,Outbound,Closed Won
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,0.0,operations,Outbound,Closed Won
No Loss,0,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Demo 2
No Loss,1,HALFYEAR20G,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,244.0,time saving,Inbound,Closed Won
lost to competitor,2,No Discount,960.0,Corporate Events,mid,0.0,operations,Inbound,Closed Lost
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,31.0,quality of delivery,Outbound,Closed Won
No Loss,62,MONTHSAVE25DEAL,360.0,Corporate Events,low,-1.0,quality of delivery,Unknown,Closed Won
lost to competitor,91,MONTH50CUTBACK,300.0,Corporate Events,low,92.0,financial control,Inbound,Closed Lost
No Loss,0,SEVENTYFIVEGIFT,120.0,Corporate Events,low,0.0,Unknown,Inbound,Closed Won
No Loss,0,No Discount,200.0,Corporate Events,low,6.0,Unknown,Inbound,Negotiation
no budget,8,No Discount,960.0,Educational Seminars,mid,0.0,operations,Inbound,Closed Lost
No Loss,154,ECONOMY50SPECIAL,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
No Loss,0,SEMESTER20DEALAGAIN,960.0,Corporate Events,mid,0.0,operations,Outbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,financial control,Outbound,Closed Won
No Loss,0,GIVEAWAYFREE,120.0,Corporate Events,low,0.0,operations,Inbound,Closed Won
No Loss,0,SAVEMONTH50G,240.0,Educational Seminars,low,566.0,financial control,Inbound,Negotiation
No Loss,76,No Discount,360.0,Educational Seminars,low,5.0,Unknown,Outbound,Demo 1
No Loss,1,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Demo 2
No Loss,2,SAVEMONTH50G,240.0,Sports Events,low,0.0,quality of delivery,Outbound,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,319.0,Unknown,Inbound,Closed Won
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,5.0,financial control,Inbound,Closed Won
no budget,0,No Discount,0.0,Corporate Events,low,2.0,operations,Inbound,Closed Lost
no product fit,0,No Discount,200.0,Educational Seminars,low,3.0,operations,Outbound,Closed Lost
No Loss,0,NOCOSTREG,120.0,Educational Seminars,low,-1.0,Unknown,Unknown,Closed Won
No Loss,0,3QUARTERS75CUT,200.0,Corporate Events,low,0.0,Unknown,Inbound,Closed Won
no product fit,31,No Discount,0.0,Sports Events,low,61.0,operations,Inbound,Closed Lost
No Loss,0,MONTH50CUTBACK,300.0,Corporate Events,low,0.0,financial control,Inbound,Closed Won
No Loss,-1,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,operations,Unknown,Demo 1
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
no response,153,HALFYEAR20G,768.0,Corporate Events,mid,150.0,operations,Outbound,Closed Lost
No Loss,0,25GIFT,360.0,Educational Seminars,low,-1.0,financial control,Unknown,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,0.0,operations,Inbound,Closed Won
No Loss,0,DISCOUNT25QUICK,360.0,Sports Events,low,252.0,operations,Inbound,Closed Won
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,92.0,operations,Inbound,Closed Won
No Loss,31,25GIFT,360.0,Sports Events,low,75.0,Unknown,Outbound,Closed Won
No Loss,0,FLAT30,1680.0,Educational Seminars,mid,5.0,time saving,Outbound,Negotiation
No Loss,-1,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Negotiation
No Loss,0,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Demo 2
No Loss,2,YEARLY60,960.0,Sports Events,mid,1.0,financial control,Outbound,Closed Won
No Loss,-1,No Discount,360.0,Corporate Events,low,30.0,operations,Outbound,Demo 1
no product fit,5,No Discount,360.0,Corporate Events,low,0.0,operations,Outbound,Closed Lost
No Loss,0,DISCOUNT50POWER,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,1.0,quality of delivery,Inbound,Closed Won
No Loss,0,No Discount,0.0,Educational Seminars,low,95.0,operations,Outbound,Negotiation
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,255.0,financial control,Outbound,Closed Won
No Loss,0,GIVEAWAYFREE,120.0,Corporate Events,low,31.0,Unknown,Inbound,Closed Won
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,Unknown,Unknown,Negotiation
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,30.0,quality of delivery,Inbound,Closed Won
No Loss,0,GIVEAWAYFREE,200.0,Corporate Events,low,1.0,financial control,Outbound,Closed Won
No Loss,0,SAVEMONTH50G,240.0,Educational Seminars,low,-1.0,operations,Unknown,Closed Won
No Loss,5,ANNUAL60DEAL,960.0,Corporate Events,mid,1.0,financial control,Inbound,Closed Won
no response,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,8.0,financial control,Outbound,Closed Lost
No Loss,1,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Won
No Loss,1,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Checkbox
lost to competitor,4,ANNUAL30BONUS,1344.0,Sports Events,mid,127.0,operations,Outbound,Closed Lost
not target,0,No Discount,0.0,Corporate Events,low,1.0,quality of delivery,Inbound,Closed Lost
No Loss,0,HALFYEAR20G,768.0,Sports Events,mid,-1.0,financial control,Unknown,Closed Won
No Loss,-1,CUTBACK75SPECIAL,360.0,Corporate Events,low,61.0,Unknown,Inbound,Demo 1
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,financial control,Unknown,Closed Won
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,0.0,quality of delivery,Outbound,Closed Won
No Loss,12,YEARLY30PROMO,1344.0,Corporate Events,mid,188.0,operations,Inbound,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,-1.0,Unknown,Unknown,Closed Won
no product fit,304,No Discount,0.0,Educational Seminars,low,-1.0,financial control,Inbound,Closed Lost
No Loss,47,No Discount,360.0,Unknown,low,1.0,Unknown,Inbound,Demo 1
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,282.0,financial control,Inbound,Closed Won
No Loss,41,CUTBACK75SPECIAL,0.0,Corporate Events,low,-1.0,financial control,Unknown,Demo 1
No Loss,35,No Discount,360.0,Corporate Events,low,5.0,operations,Outbound,Demo 1
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,1.0,financial control,Inbound,Closed Won
no response,4,ANNUAL30BONUS,1344.0,Sports Events,mid,-1.0,operations,Unknown,Closed Lost
No Loss,109,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,1.0,financial control,Inbound,Closed Won
lost to competitor,1,No Discount,200.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,0,YEARLY60,960.0,Educational Seminars,mid,-1.0,Unknown,Unknown,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,122.0,operations,Outbound,Closed Won
no response,2,No Discount,200.0,Educational Seminars,low,4.0,operations,Inbound,Closed Lost
No Loss,0,10OFFREDUCED,324.0,Corporate Events,low,1.0,financial control,Outbound,Closed Won
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,financial control,Unknown,Closed Won
No Loss,0,No Discount,0.0,Sports Events,low,-1.0,operations,Unknown,Negotiation
No Loss,17,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Won
No Loss,62,CUTBACK75SPECIAL,150.0,Educational Seminars,low,-1.0,financial control,Unknown,Demo 1
No Loss,0,ANNUAL30BONUS,1344.0,Educational Seminars,mid,212.0,financial control,Outbound,Closed Won
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,61.0,financial control,Inbound,Negotiation
No Loss,0,10OFFREDUCED,324.0,Corporate Events,low,0.0,operations,Inbound,Closed Won
lost to competitor,4,SAVE25LESS,360.0,Corporate Events,low,3.0,financial control,Outbound,Closed Lost
No Loss,0,MONTH75SPECIAL,150.0,Sports Events,low,2.0,financial control,Inbound,Closed Won
No Loss,0,HALFYEAR20G,768.0,Sports Events,mid,-1.0,financial control,Unknown,Closed Won
No Loss,0,ANNUAL30BONUS,1344.0,Educational Seminars,mid,-1.0,financial control,Unknown,Negotiation
No Loss,-1,SAVE25LESS,360.0,Corporate Events,low,623.0,Unknown,Inbound,Demo 1
No Loss,48,No Discount,360.0,Corporate Events,low,124.0,Unknown,Inbound,Demo 1
lost to competitor,1,10OFFREDUCED,324.0,Corporate Events,low,50.0,financial control,Outbound,Closed Lost
No Loss,1,MONTH50REBATE,240.0,Corporate Events,low,160.0,operations,Outbound,Closed Won
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,29.0,financial control,Outbound,Closed Won
not target,2,MONTH50REBATE,240.0,Corporate Events,low,11.0,financial control,Outbound,Closed Lost
No Loss,0,3QUARTERS75CUT,120.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,FIFTYANNUALOFF,1344.0,Sports Events,mid,-1.0,Unknown,Unknown,Demo 1
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,2.0,quality of delivery,Inbound,Closed Won
No Loss,31,MONTHSAVE25DEAL,360.0,Corporate Events,low,69.0,financial control,Inbound,Negotiation
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,0.0,operations,Inbound,Closed Won
No Loss,0,No Discount,0.0,Educational Seminars,low,-1.0,operations,Unknown,Negotiation
No Loss,0,MONTH50CUTBACK,300.0,Corporate Events,low,0.0,operations,Outbound,Negotiation
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,108.0,operations,Inbound,Closed Won
No Loss,0,SEVENTYFIVEGIFT,120.0,Corporate Events,low,0.0,operations,Inbound,Closed Won
No Loss,0,ANNUAL30BONUS,1344.0,Educational Seminars,mid,62.0,quality of delivery,Inbound,Checkbox
No Loss,1,SEMESTER20DEALAGAIN,960.0,Corporate Events,mid,-1.0,Unknown,Unknown,Checkbox
No Loss,35,No Discount,360.0,Corporate Events,low,4.0,Unknown,Inbound,Demo 1
No Loss,0,SAVEMORE50,300.0,Educational Seminars,low,0.0,quality of delivery,Inbound,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,30.0,Unknown,Outbound,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,1.0,operations,Inbound,Closed Won
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,3.0,operations,Inbound,Closed Won
No Loss,0,SEVENTYFIVEGIFT,120.0,Corporate Events,low,316.0,Unknown,Inbound,Closed Won
lost to competitor,142,HALFYEAR20G,768.0,Sports Events,mid,184.0,quality of delivery,Outbound,Closed Lost
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,30.0,financial control,Outbound,Closed Won
No Loss,0,MONTH75SAVINGS,120.0,Sports Events,low,0.0,operations,Inbound,Checkbox
No Loss,0,HALFSEASON20G,576.0,Educational Seminars,mid,61.0,financial control,Outbound,Negotiation
no budget,-1,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Lost
no response,0,MONTH50REBATE,240.0,Corporate Events,low,0.0,financial control,Outbound,Closed Lost
No Loss,36,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,0.0,operations,Inbound,Closed Won
No Loss,75,No Discount,360.0,Corporate Events,low,-1.0,Unknown,Unknown,Demo 1
No Loss,0,No Discount,360.0,Wedding Planning,low,0.0,Unknown,Outbound,Demo 2
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,4.0,operations,Outbound,Closed Won
No Loss,47,MONTH50CUTBACK,300.0,Corporate Events,low,307.0,financial control,Outbound,Demo 1
no response,0,SAVE25LESS,360.0,Corporate Events,low,0.0,operations,Outbound,Closed Lost
No Loss,0,DISCOUNT25QUICK,360.0,Sports Events,low,-1.0,operations,Unknown,Checkbox
lost to competitor,4,No Discount,150.0,Corporate Events,low,0.0,operations,Inbound,Closed Lost
No Loss,0,SAVEMONTH50G,240.0,Sports Events,low,-1.0,financial control,Unknown,Closed Won
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,34.0,Unknown,Inbound,Closed Won
