Loss Reason,Days Offer Close,Discount code,Price,Use Case_offer,Price Category,Days Lead Offer,Pain,Source,Status_offer
No Loss,0,SLASH10,324.0,Educational Seminars,low,-1.0,operations,Unknown,Closed Won
No Loss,0,SAVEMORE50,300.0,Sports Events,low,0.0,operations,Outbound,Closed Won
No Loss,3,2SEMESTERS20SALE,576.0,Corporate Events,mid,0.0,operations,Outbound,Closed Won
No Loss,354,No Discount,360.0,Corporate Events,low,-1.0,Unknown,Unknown,Demo 1
No Loss,0,ANNUAL30BONUS,1344.0,Sports Events,mid,-1.0,Unknown,Unknown,Closed Won
No Loss,295,No Discount,360.0,Educational Seminars,low,-1.0,quality of delivery,Outbound,Demo 1
No Loss,0,YEARLY30DISCOUNT,1680.0,Corporate Events,mid,59.0,financial control,Outbound,Checkbox
No Loss,0,SAVEMORE50,750.0,Sports Events,mid,-1.0,Unknown,Unknown,Checkbox
No Loss,91,HALFSEASON20G,576.0,Sports Events,mid,90.0,financial control,Inbound,Closed Won
no budget,2,ECONOMY75DISCOUNT,150.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
no response,0,No Discount,0.0,Educational Seminars,low,3.0,financial control,Outbound,Closed Lost
No Loss,326,No Discount,360.0,Educational Seminars,low,-1.0,Unknown,Unknown,Demo 1
no response,91,No Discount,200.0,Corporate Events,low,31.0,operations,Inbound,Closed Lost
no product fit,-1,2SEMESTERS20OFF,768.0,Corporate Events,mid,13.0,operations,Outbound,Closed Lost
price,2,No Discount,960.0,Educational Seminars,mid,110.0,quality of delivery,Outbound,Closed Lost
No Loss,0,SAVEMONTH50SPECIAL,240.0,Corporate Events,low,-1.0,financial control,Outbound,Negotiation
No Loss,-1,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
No Loss,0,HALFYEAR20G,768.0,Educational Seminars,mid,-1.0,financial control,Unknown,Closed Won
No Loss,3,HALFYEAR20G,768.0,Sports Events,mid,4.0,quality of delivery,Outbound,Closed Won
No Loss,25,25GIFT,360.0,Sports Events,low,0.0,operations,Inbound,Closed Won
No Loss,0,HALFSEASON20G,576.0,Educational Seminars,mid,28.0,operations,Inbound,Closed Won
No Loss,-1,SLASH10,324.0,Sports Events,low,-1.0,operations,Unknown,Closed Won
No Loss,122,25GIFT,360.0,Educational Seminars,low,-1.0,quality of delivery,Unknown,Closed Won
No Loss,4,No Discount,360.0,Corporate Events,low,-1.0,operations,Unknown,Demo 1
no product fit,122,DISCOUNT25QUICK,360.0,Sports Events,low,31.0,operations,Outbound,Closed Lost
lost to competitor,0,2SEMESTERS20SALE,576.0,Sports Events,mid,128.0,operations,Inbound,Closed Lost
no product fit,0,ECONOMY50GIFT,240.0,Educational Seminars,low,99.0,operations,Outbound,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,2.0,Unknown,Inbound,Closed Won
No Loss,0,HALFYEAR20G,768.0,Educational Seminars,mid,9.0,quality of delivery,Outbound,Closed Won
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,0.0,quality of delivery,Outbound,Closed Won
No Loss,295,No Discount,360.0,Corporate Events,low,-1.0,financial control,Unknown,Demo 1
no response,2,No Discount,200.0,Educational Seminars,low,6.0,operations,Outbound,Closed Lost
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,1.0,operations,Inbound,Closed Won
No Loss,3,No Discount,360.0,Educational Seminars,low,463.0,Unknown,Inbound,Demo 1
No Loss,214,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Won
lost to competitor,0,ECONOMY50SPECIAL,300.0,Educational Seminars,low,-1.0,operations,Unknown,Closed Lost
No Loss,2,MONTH50REBATE,240.0,Corporate Events,low,1.0,Unknown,Outbound,Closed Won
No Loss,0,25GIFT,360.0,Educational Seminars,low,-1.0,financial control,Unknown,Negotiation
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,2.0,financial control,Inbound,Closed Won
no response,1,MONTHSAVE25DEAL,360.0,Corporate Events,low,2.0,operations,Inbound,Closed Lost
lost to competitor,0,No Discount,200.0,Educational Seminars,low,0.0,operations,Outbound,Closed Lost
No Loss,354,No Discount,360.0,Sports Events,low,-1.0,Unknown,Inbound,Demo 1
no product fit,221,10OFFREDUCED,324.0,Corporate Events,low,-1.0,quality of delivery,Outbound,Closed Lost
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,5.0,operations,Outbound,Closed Won
no product fit,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,1.0,operations,Outbound,Closed Lost
No Loss,290,GIVEAWAYFREE,0.0,Corporate Events,low,-1.0,operations,Outbound,Closed Won
No Loss,2,YEARLY30PROMO,1344.0,Corporate Events,mid,32.0,operations,Inbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Outbound,Closed Won
No Loss,1,MONTHSAVE25DEAL,360.0,Corporate Events,low,40.0,financial control,Inbound,Checkbox
not target,5,DISCOUNT50POWER,240.0,Corporate Events,low,0.0,operations,Outbound,Closed Lost
No Loss,354,No Discount,360.0,Educational Seminars,low,-1.0,operations,Inbound,Demo 1
No Loss,0,HALFYEAR20G,768.0,Educational Seminars,mid,-1.0,operations,Unknown,Closed Won
no product fit,0,10OFFREDUCED,324.0,Corporate Events,low,-1.0,financial control,Outbound,Closed Lost
no budget,30,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Lost
lost to competitor,0,No Discount,0.0,Corporate Events,low,0.0,operations,Outbound,Closed Lost
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,2.0,operations,Inbound,Closed Won
no response,2,MONTHSAVE25DEAL,360.0,Corporate Events,low,0.0,operations,Inbound,Closed Lost
no product fit,153,No Discount,0.0,Corporate Events,low,31.0,operations,Outbound,Closed Lost
lost to competitor,4,YEARLY60,960.0,Educational Seminars,mid,-1.0,quality of delivery,Unknown,Closed Lost
no response,292,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,quality of delivery,Inbound,Closed Lost
No Loss,31,MONTH75SAVINGS,120.0,Sports Events,low,28.0,operations,Outbound,Closed Won
No Loss,0,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Demo 2
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,153,SAVEMORE50,300.0,Educational Seminars,low,-1.0,operations,Unknown,Closed Won
not target,249,3QUARTERS75CUT,120.0,Corporate Events,low,28.0,financial control,Inbound,Closed Lost
lost to competitor,153,ANNUAL30BONUS,1344.0,Sports Events,mid,59.0,operations,Inbound,Closed Lost
price,291,SAVEMONTH50SPECIAL,300.0,Corporate Events,low,31.0,financial control,Outbound,Closed Lost
No Loss,1,2SEMESTERS20OFF,768.0,Corporate Events,mid,1.0,operations,Inbound,Closed Won
no response,4,MONTH50CUTBACK,300.0,Corporate Events,low,4.0,quality of delivery,Inbound,Closed Lost
no budget,35,No Discount,360.0,Wedding Planning,low,-1.0,Unknown,Unknown,Closed Lost
lost to competitor,285,No Discount,200.0,Educational Seminars,low,-1.0,financial control,Outbound,Closed Lost
No Loss,354,No Discount,360.0,Educational Seminars,low,-1.0,operations,Unknown,Demo 1
No Loss,0,3QUARTERS75CUT,120.0,Corporate Events,low,31.0,operations,Outbound,Closed Won
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,28.0,operations,Outbound,Closed Won
No Loss,0,RENEW30YEARLY,1008.0,Corporate Events,mid,0.0,operations,Outbound,Closed Won
No Loss,0,No Discount,360.0,Sports Events,low,8.0,financial control,Inbound,Demo 1
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,28.0,financial control,Outbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,financial control,Outbound,Closed Won
no response,292,HALFSEASON20G,576.0,Sports Events,mid,-1.0,quality of delivery,Inbound,Closed Lost
No Loss,0,No Discount,0.0,Corporate Events,low,0.0,financial control,Outbound,Negotiation
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,15.0,operations,Outbound,Closed Won
price,-1,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Lost
no response,214,RENEWYEAR30,1008.0,Educational Seminars,mid,0.0,operations,Inbound,Closed Lost
price,2,SLASH10,324.0,Sports Events,low,0.0,Unknown,Inbound,Closed Lost
No Loss,326,No Discount,360.0,Educational Seminars,low,-1.0,financial control,Unknown,Demo 1
no response,0,No Discount,0.0,Corporate Events,low,3.0,operations,Outbound,Closed Lost
No Loss,-1,NOCOSTREG,120.0,Educational Seminars,low,221.0,financial control,Inbound,Closed Won
No Loss,0,10OFFREDUCED,324.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,No Discount,200.0,Educational Seminars,low,-1.0,quality of delivery,Unknown,Negotiation
lost to competitor,153,2SEMESTERS20SALE,576.0,Corporate Events,mid,59.0,quality of delivery,Inbound,Closed Lost
No Loss,354,No Discount,360.0,Educational Seminars,low,-1.0,operations,Unknown,Demo 1
No Loss,0,MONTH50CUTBACK,300.0,Corporate Events,low,9.0,operations,Inbound,Closed Won
lost to competitor,3,No Discount,150.0,Corporate Events,low,4.0,operations,Outbound,Closed Lost
No Loss,0,10OFFREDUCED,324.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,-1,NOCOSTREG,120.0,Educational Seminars,low,5.0,quality of delivery,Outbound,Closed Won
No Loss,1,NOCOSTREG,120.0,Educational Seminars,low,0.0,operations,Inbound,Checkbox
No Loss,1,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,operations,Inbound,Closed Won
not target,0,No Discount,0.0,Educational Seminars,low,0.0,financial control,Inbound,Closed Lost
No Loss,0,SAVEMONTH50SPECIAL,300.0,Corporate Events,low,-1.0,quality of delivery,Unknown,Closed Won
No Loss,0,ANNUAL30BONUS,1344.0,Sports Events,mid,-1.0,operations,Unknown,Closed Won
price,252,FULLYEAR75G,45744.0,Educational Seminars,high,-1.0,quality of delivery,Outbound,Closed Lost
No Loss,4,25GIFT,360.0,Sports Events,low,2.0,operations,Outbound,Closed Won
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,122,SAVEMONTH50SPECIAL,300.0,Corporate Events,low,-1.0,operations,Outbound,Closed Won
price,0,No Discount,150.0,Corporate Events,low,3.0,operations,Outbound,Closed Lost
No Loss,214,SAVEQUARTER25,450.0,Educational Seminars,low,-1.0,quality of delivery,Outbound,Closed Won
No Loss,0,SEVENTYFIVEGIFT,120.0,Corporate Events,low,0.0,Unknown,Inbound,Closed Won
no product fit,91,ECONOMY50GIFT,240.0,Sports Events,low,-1.0,operations,Inbound,Closed Lost
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,3.0,financial control,Outbound,Closed Won
No Loss,0,3QUARTERS75CUT,120.0,Corporate Events,low,2.0,operations,Inbound,Closed Won
No Loss,-1,SAVE25LESS,360.0,Corporate Events,low,0.0,operations,Outbound,Closed Won
No Loss,0,YEARLY60,960.0,Educational Seminars,mid,-1.0,quality of delivery,Outbound,Closed Won
No Loss,0,2SEMESTERS20SALE,576.0,Corporate Events,mid,-1.0,quality of delivery,Inbound,Closed Won
No Loss,0,SAVEMONTH50G,240.0,Educational Seminars,low,-1.0,quality of delivery,Outbound,Closed Won
no budget,-1,CUTBACK75SPECIAL,150.0,Educational Seminars,low,-1.0,financial control,Unknown,Closed Lost
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,59.0,Unknown,Inbound,Closed Won
not target,2,SAVE25LESS,360.0,Corporate Events,low,1.0,operations,Outbound,Closed Lost
No Loss,11,SAVEMONTH50G,240.0,Sports Events,low,92.0,operations,Outbound,Closed Won
No Loss,1,25GIFT,360.0,Sports Events,low,7.0,operations,Inbound,Negotiation
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,-1.0,financial control,Unknown,Closed Won
No Loss,0,10OFFREDUCED,324.0,Corporate Events,low,0.0,operations,Inbound,Checkbox
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,31.0,operations,Inbound,Closed Won
No Loss,0,YEARLY60,960.0,Educational Seminars,mid,12.0,financial control,Outbound,Closed Won
No Loss,0,QUARTERLY75OFF,150.0,Corporate Events,low,0.0,financial control,Inbound,Closed Won
No Loss,3,No Discount,360.0,Educational Seminars,low,374.0,operations,Inbound,Demo 1
No Loss,0,No Discount,360.0,Corporate Events,low,-1.0,operations,Unknown,Demo 1
No Loss,14,2SEMESTERS20SALE,576.0,Corporate Events,mid,-1.0,Unknown,Unknown,Closed Won
No Loss,0,SAVEMONTH50G,240.0,Corporate Events,low,51.0,operations,Outbound,Closed Won
No Loss,4,QUARTERLY75OFF,150.0,Corporate Events,low,2.0,operations,Inbound,Closed Won
lost to competitor,3,No Discount,200.0,Corporate Events,low,1.0,operations,Inbound,Closed Lost
No Loss,2,MONTHSAVE25DEAL,360.0,Corporate Events,low,-1.0,financial control,Unknown,Closed Won
price,1,MONTHSAVE25DEAL,720.0,Corporate Events,mid,0.0,operations,Inbound,Closed Lost
no response,2,ANNUAL60DEAL,960.0,Corporate Events,mid,1.0,operations,Inbound,Closed Lost
No Loss,3,4SEMESTERS40DEAL,720.0,Corporate Events,mid,-1.0,Unknown,Unknown,Closed Won
lost to competitor,0,RENEWYEAR30,1008.0,Educational Seminars,mid,-1.0,operations,Unknown,Closed Lost
No Loss,1,MONTH50REBATE,240.0,Corporate Events,low,4.0,Unknown,Inbound,Closed Won
lost to competitor,41,No Discount,240.0,Educational Seminars,low,-1.0,operations,Unknown,Closed Lost
No Loss,6,MONTH50CUTBACK,300.0,Corporate Events,low,7.0,operations,Inbound,Closed Won
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
no product fit,-1,No Discount,150.0,Sports Events,low,-1.0,operations,Unknown,Closed Lost
No Loss,0,HALFYEAR20G,768.0,Unknown,mid,-1.0,Unknown,Unknown,Closed Won
not target,-1,No Discount,200.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
price,0,No Discount,180.0,Sports Events,low,0.0,operations,Inbound,Closed Lost
no response,-1,ECONOMY50SPECIAL,360.0,Educational Seminars,low,0.0,quality of delivery,Inbound,Closed Lost
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,31.0,operations,Inbound,Closed Won
No Loss,3,25GIFT,360.0,Educational Seminars,low,-1.0,quality of delivery,Inbound,Closed Won
no response,13,No Discount,1344.0,Sports Events,mid,-1.0,operations,Inbound,Closed Lost
No Loss,0,SAVEMONTH50G,240.0,Sports Events,low,-1.0,operations,Unknown,Closed Won
lost to competitor,31,HALFSEASON20G,576.0,Sports Events,mid,-1.0,operations,Inbound,Closed Lost
lost to competitor,0,No Discount,200.0,Corporate Events,low,-1.0,operations,Inbound,Closed Lost
no response,17,No Discount,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Lost
No Loss,6,MONTH50REBATE,240.0,Corporate Events,low,-1.0,operations,Inbound,Closed Won
lost to competitor,0,QUARTERLY75OFF,150.0,Corporate Events,low,1.0,operations,Inbound,Closed Lost
No Loss,59,MONTH50REBATE,240.0,Corporate Events,low,-1.0,operations,Inbound,Closed Won
no response,47,No Discount,240.0,Educational Seminars,low,-1.0,financial control,Inbound,Closed Lost
No Loss,0,ANNUAL30BONUS,1344.0,Educational Seminars,mid,-1.0,quality of delivery,Unknown,Closed Won
no budget,31,HALFYEAR20G,768.0,Sports Events,mid,-1.0,operations,Inbound,Closed Lost
No Loss,181,TRIALFREE,450.0,Corporate Events,low,0.0,operations,Inbound,Closed Won
No Loss,0,DISCOUNT50POWER,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,HALFSEASON20G,576.0,Sports Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,0,DISCOUNT50POWER,240.0,Corporate Events,low,123.0,operations,Inbound,Closed Won
No Loss,-1,SAVE25LESS,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,1,MONTH50REBATE,240.0,Corporate Events,low,-1.0,Unknown,Inbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Inbound,Checkbox
No Loss,0,No Discount,200.0,Educational Seminars,low,8.0,operations,Inbound,Demo 2
No Loss,0,SAVEMORE50,300.0,Sports Events,low,4.0,operations,Inbound,Closed Won
No Loss,3,YEARLY60,960.0,Educational Seminars,mid,-1.0,quality of delivery,Unknown,Closed Won
price,3,HALFYEAR20G,768.0,Sports Events,mid,5.0,financial control,Inbound,Closed Lost
price,0,MONTH75SPECIAL,150.0,Sports Events,low,3.0,operations,Inbound,Closed Lost
lost to competitor,0,No Discount,768.0,Sports Events,mid,345.0,operations,Inbound,Closed Lost
lost to competitor,10,HALFYEAR20G,768.0,Educational Seminars,mid,4.0,operations,Inbound,Closed Lost
No Loss,0,DOUBLESEMESTER50,1350.0,Corporate Events,mid,0.0,operations,Inbound,Closed Won
No Loss,6,TRIALFREE,450.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,10,GLOW20SEMESTER,360.0,Educational Seminars,low,-1.0,Unknown,Unknown,Demo 1
no response,10,HALFYEAR20G,768.0,Educational Seminars,mid,1.0,operations,Inbound,Closed Lost
price,0,No Discount,768.0,Sports Events,mid,-1.0,operations,Unknown,Closed Lost
No Loss,216,SAVEMONTH50G,240.0,Sports Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,operations,Outbound,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,-1.0,financial control,Unknown,Closed Won
lost to competitor,0,No Discount,200.0,Educational Seminars,low,-1.0,quality of delivery,Unknown,Closed Lost
no response,1,No Discount,200.0,Corporate Events,low,6.0,operations,Inbound,Closed Lost
No Loss,0,SAVEMONTH50SPECIAL,300.0,Corporate Events,low,1.0,operations,Outbound,Closed Won
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,-1.0,operations,Unknown,Checkbox
lost to competitor,64,No Discount,200.0,Sports Events,low,-1.0,operations,Inbound,Closed Lost
No Loss,9,DISCOUNT50POWER,240.0,Sports Events,low,2.0,operations,Outbound,Closed Won
price,-1,No Discount,1008.0,Educational Seminars,mid,-1.0,quality of delivery,Unknown,Closed Lost
no response,1,No Discount,200.0,Corporate Events,low,0.0,operations,Inbound,Closed Lost
No Loss,1,QUARTERLY75OFF,150.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,-1,DISCOUNT50POWER,240.0,Corporate Events,low,1.0,operations,Inbound,Closed Won
not target,106,DISCOUNT50POWER,240.0,Corporate Events,low,1.0,operations,Inbound,Closed Lost
No Loss,0,ANNUAL60DEAL,960.0,Corporate Events,mid,1.0,financial control,Inbound,Closed Won
no response,29,2SEMESTERS20OFF,768.0,Corporate Events,mid,13.0,quality of delivery,Inbound,Closed Lost
No Loss,0,FIFTYANNUALOFF,1500.0,Corporate Events,mid,0.0,quality of delivery,Inbound,Closed Won
price,0,No Discount,200.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
no response,0,RENEWYEAR30,1008.0,Sports Events,mid,0.0,operations,Inbound,Closed Lost
not target,7,MONTH50REBATE,240.0,Corporate Events,low,-1.0,quality of delivery,Unknown,Closed Lost
No Loss,15,ANNUAL60DEAL,940.0,Corporate Events,mid,64.0,financial control,Inbound,Negotiation
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,28.0,Unknown,Inbound,Closed Won
No Loss,0,SAVEMONTH50SPECIAL,300.0,Sports Events,low,276.0,operations,Inbound,Checkbox
No Loss,1,SLASH10,324.0,Sports Events,low,22.0,financial control,Inbound,Closed Won
no response,66,No Discount,324.0,Corporate Events,low,3.0,operations,Inbound,Closed Lost
No Loss,-1,MONTHSAVE25DEAL,360.0,Corporate Events,low,4.0,operations,Inbound,Closed Won
lost to competitor,-1,HALFYEAR20G,768.0,Educational Seminars,mid,-1.0,financial control,Unknown,Closed Lost
No Loss,0,DISCOUNT50POWER,240.0,Corporate Events,low,9.0,operations,Inbound,Closed Won
No Loss,0,SAVEMONTH50G,240.0,Sports Events,low,4.0,operations,Inbound,Closed Won
No Loss,48,TRIALFREE,450.0,Corporate Events,low,-1.0,financial control,Unknown,Closed Won
not target,34,No Discount,200.0,Educational Seminars,low,2.0,operations,Inbound,Closed Lost
lost to competitor,3,HALFYEAR20G,768.0,Sports Events,mid,-1.0,operations,Unknown,Closed Lost
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,59.0,operations,Inbound,Closed Won
No Loss,30,SEMESTER20DEALAGAIN,960.0,Corporate Events,mid,31.0,operations,Inbound,Closed Won
no response,263,No Discount,1008.0,Corporate Events,mid,0.0,financial control,Inbound,Closed Lost
No Loss,30,2SEMESTERS20OFF,760.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Won
No Loss,0,RENEW30YEARLY,1008.0,Corporate Events,mid,90.0,quality of delivery,Inbound,Closed Won
No Loss,214,2SEMESTERS20OFF,760.0,Corporate Events,mid,-1.0,financial control,Inbound,Closed Won
no response,0,No Discount,200.0,Corporate Events,low,0.0,financial control,Inbound,Closed Lost
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
no response,45,No Discount,768.0,Sports Events,mid,0.0,operations,Inbound,Closed Lost
no product fit,0,SAVEMONTH50G,720.0,Educational Seminars,mid,-1.0,financial control,Unknown,Closed Lost
lost to competitor,14,No Discount,360.0,Corporate Events,low,-1.0,operations,Unknown,Closed Lost
lost to competitor,0,No Discount,324.0,Corporate Events,low,1.0,operations,Inbound,Closed Lost
No Loss,1,DISCOUNT50POWER,240.0,Corporate Events,low,278.0,operations,Inbound,Closed Won
no response,35,No Discount,1344.0,Educational Seminars,mid,4.0,financial control,Inbound,Closed Lost
lost to competitor,1,MONTHSAVE25DEAL,360.0,Sports Events,low,1.0,operations,Inbound,Closed Lost
No Loss,0,YEARLY30PROMO,1344.0,Corporate Events,mid,1.0,operations,Inbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,9.0,operations,Inbound,Closed Won
not target,4,No Discount,768.0,Corporate Events,mid,11.0,operations,Inbound,Closed Lost
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,operations,Inbound,Closed Won
No Loss,0,YEARLY60,960.0,Sports Events,mid,-1.0,operations,Unknown,Closed Won
lost to competitor,3,No Discount,200.0,Corporate Events,low,0.0,operations,Inbound,Closed Lost
no budget,26,No Discount,200.0,Corporate Events,low,2.0,operations,Inbound,Closed Lost
No Loss,30,MONTH75SPECIAL,150.0,Sports Events,low,153.0,quality of delivery,Inbound,Closed Won
no response,110,ANNUAL60DEAL,960.0,Corporate Events,mid,-1.0,quality of delivery,Unknown,Closed Lost
no response,123,No Discount,300.0,Corporate Events,low,-1.0,operations,Inbound,Closed Lost
no response,110,No Discount,768.0,Corporate Events,mid,62.0,operations,Inbound,Closed Lost
no product fit,141,SAVING75QUARTER,200.0,Unknown,low,243.0,financial control,Inbound,Closed Lost
No Loss,0,No Discount,360.0,Sports Events,low,-1.0,financial control,Unknown,Demo 1
no response,101,No Discount,200.0,Corporate Events,low,-1.0,financial control,Unknown,Closed Lost
No Loss,0,SAVEMONTH50G,240.0,Educational Seminars,low,-1.0,financial control,Unknown,Closed Won
No Loss,0,SAVE25LESS,360.0,Corporate Events,low,313.0,financial control,Inbound,Closed Won
No Loss,0,10OFFREDUCED,324.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
no response,40,ANNUAL30BONUS,1344.0,Educational Seminars,mid,114.0,financial control,Inbound,Closed Lost
lost to competitor,0,QUARTERLY75OFF,150.0,Corporate Events,low,-1.0,financial control,Unknown,Closed Lost
No Loss,1,MONTH50REBATE,240.0,Corporate Events,low,2.0,operations,Inbound,Closed Won
No Loss,5,HALFYEAR20G,768.0,Educational Seminars,mid,74.0,quality of delivery,Inbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,9.0,Unknown,Inbound,Closed Won
No Loss,0,ANNUAL30BONUS,1344.0,Educational Seminars,mid,91.0,operations,Inbound,Closed Won
No Loss,0,SAVEMONTH50G,240.0,Sports Events,low,61.0,operations,Inbound,Closed Won
No Loss,61,ANNUAL30BONUS,1344.0,Sports Events,mid,30.0,quality of delivery,Inbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Unknown,Closed Won
No Loss,0,PROMOCODE,600.0,Educational Seminars,mid,61.0,financial control,Inbound,Closed Won
No Loss,-1,ECONOMY75DISCOUNT,150.0,Corporate Events,low,30.0,operations,Inbound,Closed Won
no product fit,-1,No Discount,324.0,Corporate Events,low,153.0,operations,Inbound,Closed Lost
no response,61,No Discount,300.0,Sports Events,low,0.0,operations,Inbound,Closed Lost
no response,5,No Discount,200.0,Educational Seminars,low,-1.0,operations,Unknown,Closed Lost
No Loss,0,MONTH50REBATE,240.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
no product fit,7,SAVE25LESS,360.0,Corporate Events,low,0.0,operations,Inbound,Closed Lost
no response,10,No Discount,300.0,Sports Events,low,0.0,operations,Inbound,Closed Lost
No Loss,0,ANNUAL30BONUS,1344.0,Sports Events,mid,0.0,operations,Inbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,Unknown,Unknown,Closed Won
No Loss,5,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,operations,Inbound,Closed Won
lost to competitor,57,POWER75CUT,360.0,Corporate Events,low,-1.0,financial control,Inbound,Closed Lost
No Loss,0,DISCOUNT25QUICK,360.0,Educational Seminars,low,-1.0,operations,Unknown,Closed Won
No Loss,75,No Discount,360.0,Corporate Events,low,-1.0,financial control,Inbound,Demo 1
No Loss,0,ANNUAL30BONUS,1344.0,Sports Events,mid,20.0,operations,Inbound,Closed Won
No Loss,37,SAVEMONTH50SPECIAL,300.0,Corporate Events,low,0.0,operations,Inbound,Closed Won
No Loss,0,2SEMESTERS20OFF,768.0,Corporate Events,mid,-1.0,operations,Inbound,Closed Won
lost to competitor,2,YEARLY30PROMO,1344.0,Corporate Events,mid,0.0,quality of delivery,Inbound,Closed Lost
No Loss,50,DISCOUNT25QUICK,360.0,Educational Seminars,low,-1.0,quality of delivery,Unknown,Closed Won
No Loss,0,MONTHSAVE25DEAL,360.0,Corporate Events,low,0.0,operations,Inbound,Closed Won
No Loss,0,SAVEMONTH50G,240.0,Educational Seminars,low,-1.0,quality of delivery,Unknown,Closed Won
No Loss,0,No Discount,600.0,Corporate Events,mid,-1.0,operations,Inbound,Closed Won
not target,31,2SEMESTERS20OFF,768.0,Corporate Events,mid,0.0,operations,Inbound,Closed Lost
no response,2,GLOW20SEMESTER,360.0,Corporate Events,low,1.0,quality of delivery,Inbound,Closed Lost
No Loss,0,ANNUAL60DEAL,960.0,Corporate Events,mid,0.0,operations,Inbound,Closed Won
No Loss,0,ECONOMY75DISCOUNT,150.0,Corporate Events,low,6.0,operations,Inbound,Closed Won
No Loss,1,QUARTERLY75OFF,150.0,Corporate Events,low,-1.0,operations,Unknown,Closed Won
lost to competitor,41,SAVE25LESS,360.0,Corporate Events,low,1.0,financial control,Inbound,Closed Lost
